id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
241,BPL-2016,Chattogram,01-12-2010,Comilla Victorians,Rajshahi Kings,Comilla Victorians,field,normal,0,Rajshahi Kings,92,0,Lendl Simmons,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Mahfuzur Rahman
242,BPL-2016,Rangpur,10-07-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,field,normal,0,Rajshahi Kings,0,2,Mujeeb Ur Rahman,Rangpur Cricket Garden,Gazi Sohel,Tanvir Ahmed
243,BPL-2016,Barishal,01-03-2010,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,16,0,Faf du Plessis,Barishal Divisional Stadium,Sharfuddoula,Masudur Rahman
244,BPL-2016,Barishal,27-07-2010,Khulna Tigers,Rajshahi Kings,Khulna Tigers,bat,normal,0,Rajshahi Kings,0,5,Kamrul Islam Rabbi,Barishal Divisional Stadium,Tanvir Ahmed,Mahfuzur Rahman
245,BPL-2016,Barishal,28-09-2010,Chattogram Challengers,Rangpur Riders,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,1,Mohammad Nabi,Barishal Divisional Stadium,Gazi Sohel,Sharfuddoula
246,BPL-2016,Rangpur,24-09-2010,Rangpur Riders,Comilla Victorians,Comilla Victorians,bat,normal,0,Rangpur Riders,0,6,Mohammad Nabi,Rangpur Cricket Garden,Mahfuzur Rahman,Tanvir Ahmed
247,BPL-2016,Dhaka,25-10-2010,Sylhet Strikers,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Sylhet Strikers,81,0,Nasum Ahmed,Shere Bangla National Stadium,Tanvir Ahmed,Gazi Sohel
248,BPL-2016,Rangpur,22-03-2010,Sylhet Strikers,Khulna Tigers,Sylhet Strikers,field,normal,0,Khulna Tigers,0,9,Shahid Afridi,Rangpur Cricket Garden,Sharfuddoula,Tanvir Ahmed
249,BPL-2016,Dhaka,08-06-2010,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,field,normal,0,Comilla Victorians,45,0,Mohammad Mithun,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
250,BPL-2016,Khulna,31-12-2010,Barishal Bulls,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rajshahi Kings,0,7,Lendl Simmons,Sheikh Abu Naser Stadium,Gazi Sohel,Mahfuzur Rahman
251,BPL-2016,Dhaka,11-07-2010,Khulna Tigers,Comilla Victorians,Khulna Tigers,bat,normal,0,Khulna Tigers,78,0,Faf du Plessis,Shere Bangla National Stadium,Tanvir Ahmed,Masudur Rahman
252,BPL-2016,Barishal,11-07-2010,Khulna Tigers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Khulna Tigers,0,3,Yasir Ali,Barishal Divisional Stadium,Gazi Sohel,Tanvir Ahmed
253,BPL-2016,Chattogram,19-02-2010,Dhaka Dominators,Rangpur Riders,Dhaka Dominators,bat,normal,0,Rangpur Riders,6,0,Jason Roy,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Gazi Sohel
254,BPL-2016,Dhaka,05-11-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,22,0,Afif Hossain,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
255,BPL-2016,Barishal,07-11-2010,Barishal Bulls,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,48,0,Najmul Hossain Shanto,Barishal Divisional Stadium,Sharfuddoula,Tanvir Ahmed
256,BPL-2016,Chattogram,14-01-2010,Chattogram Challengers,Rangpur Riders,Chattogram Challengers,field,normal,0,Chattogram Challengers,0,6,Mehidy Hasan,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Masudur Rahman
257,BPL-2016,Chattogram,03-07-2010,Dhaka Dominators,Sylhet Strikers,Dhaka Dominators,bat,normal,0,Sylhet Strikers,68,0,Tamim Iqbal,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Tanvir Ahmed
258,BPL-2016,Sylhet,06-12-2010,Chattogram Challengers,Comilla Victorians,Chattogram Challengers,bat,normal,0,Chattogram Challengers,59,0,Imrul Kayes,Sylhet International Cricket Stadium,Sharfuddoula,Mahfuzur Rahman
259,BPL-2016,Barishal,11-04-2010,Rangpur Riders,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,23,0,Jason Roy,Barishal Divisional Stadium,Gazi Sohel,Sharfuddoula
260,BPL-2016,Dhaka,02-05-2010,Rangpur Riders,Sylhet Strikers,Rangpur Riders,field,normal,0,Rangpur Riders,54,0,Najmul Hossain Shanto,Shere Bangla National Stadium,Sharfuddoula,Gazi Sohel
261,BPL-2016,Rangpur,04-01-2010,Chattogram Challengers,Comilla Victorians,Chattogram Challengers,bat,normal,0,Comilla Victorians,68,0,Afif Hossain,Rangpur Cricket Garden,Tanvir Ahmed,Gazi Sohel
262,BPL-2016,Sylhet,28-03-2010,Khulna Tigers,Chattogram Challengers,Chattogram Challengers,field,normal,0,Chattogram Challengers,0,10,Chris Gayle,Sylhet International Cricket Stadium,Sharfuddoula,Mahfuzur Rahman
263,BPL-2016,Sylhet,03-10-2010,Sylhet Strikers,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Sylhet Strikers,9,0,Mohammad Mithun,Sylhet International Cricket Stadium,Tanvir Ahmed,Sharfuddoula
264,BPL-2016,Rangpur,28-10-2010,Chattogram Challengers,Comilla Victorians,Chattogram Challengers,bat,normal,0,Comilla Victorians,0,9,Mehidy Hasan,Rangpur Cricket Garden,Gazi Sohel,Mahfuzur Rahman
265,BPL-2016,Dhaka,28-08-2010,Rangpur Riders,Rajshahi Kings,Rangpur Riders,bat,normal,0,Rangpur Riders,0,9,Jason Roy,Shere Bangla National Stadium,Masudur Rahman,Sharfuddoula
266,BPL-2016,Chattogram,02-01-2010,Chattogram Challengers,Rajshahi Kings,Chattogram Challengers,bat,normal,0,Rajshahi Kings,80,0,Nasum Ahmed,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Mahfuzur Rahman
267,BPL-2016,Barishal,12-11-2010,Sylhet Strikers,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rajshahi Kings,13,0,Kamrul Islam Rabbi,Barishal Divisional Stadium,Sharfuddoula,Mahfuzur Rahman
268,BPL-2016,Sylhet,15-02-2010,Comilla Victorians,Khulna Tigers,Khulna Tigers,bat,normal,0,Comilla Victorians,0,4,Faf du Plessis,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
269,BPL-2016,Dhaka,30-12-2010,Comilla Victorians,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,0,5,Shamsur Rahman,Shere Bangla National Stadium,Masudur Rahman,Tanvir Ahmed
270,BPL-2016,Khulna,19-02-2010,Sylhet Strikers,Comilla Victorians,Sylhet Strikers,bat,normal,0,Comilla Victorians,73,0,Faf du Plessis,Sheikh Abu Naser Stadium,Tanvir Ahmed,Gazi Sohel
271,BPL-2016,Sylhet,24-06-2010,Barishal Bulls,Khulna Tigers,Khulna Tigers,bat,normal,0,Barishal Bulls,0,4,David Miller,Sylhet International Cricket Stadium,Gazi Sohel,Sharfuddoula
272,BPL-2016,Khulna,29-07-2010,Rangpur Riders,Sylhet Strikers,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,3,Shoaib Malik,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Sharfuddoula
273,BPL-2016,Barishal,11-02-2010,Comilla Victorians,Barishal Bulls,Comilla Victorians,field,normal,0,Barishal Bulls,79,0,Litton Das,Barishal Divisional Stadium,Sharfuddoula,Tanvir Ahmed
274,BPL-2016,Barishal,27-12-2010,Chattogram Challengers,Rajshahi Kings,Rajshahi Kings,field,normal,0,Chattogram Challengers,9,0,Soumya Sarkar,Barishal Divisional Stadium,Masudur Rahman,Mahfuzur Rahman
275,BPL-2016,Khulna,07-12-2010,Rajshahi Kings,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,53,0,Andre Russell,Sheikh Abu Naser Stadium,Sharfuddoula,Mahfuzur Rahman
276,BPL-2016,Rangpur,15-09-2010,Khulna Tigers,Rangpur Riders,Rangpur Riders,bat,normal,0,Khulna Tigers,0,6,Anamul Haque,Rangpur Cricket Garden,Tanvir Ahmed,Mahfuzur Rahman
277,BPL-2016,Sylhet,16-10-2010,Rangpur Riders,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,88,0,Mohammad Nabi,Sylhet International Cricket Stadium,Gazi Sohel,Tanvir Ahmed
278,BPL-2016,Dhaka,17-05-2010,Dhaka Dominators,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Rajshahi Kings,0,2,Kamrul Islam Rabbi,Shere Bangla National Stadium,Sharfuddoula,Masudur Rahman
279,BPL-2016,Rangpur,24-06-2010,Rajshahi Kings,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,7,0,Andre Russell,Rangpur Cricket Garden,Sharfuddoula,Masudur Rahman
280,BPL-2016,Sylhet,28-10-2010,Khulna Tigers,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Khulna Tigers,29,0,Lendl Simmons,Sylhet International Cricket Stadium,Tanvir Ahmed,Sharfuddoula
281,BPL-2017,Sylhet,22-10-2010,Khulna Tigers,Chattogram Challengers,Khulna Tigers,field,normal,0,Chattogram Challengers,34,0,Yasir Ali,Sylhet International Cricket Stadium,Gazi Sohel,Masudur Rahman
282,BPL-2017,Rangpur,15-06-2010,Khulna Tigers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Dhaka Dominators,59,0,Anamul Haque,Rangpur Cricket Garden,Mahfuzur Rahman,Tanvir Ahmed
283,BPL-2017,Chattogram,11-06-2010,Dhaka Dominators,Khulna Tigers,Khulna Tigers,field,normal,0,Khulna Tigers,28,0,Mushfiqur Rahim,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Tanvir Ahmed
284,BPL-2017,Sylhet,27-04-2010,Comilla Victorians,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Comilla Victorians,42,0,Soumya Sarkar,Sylhet International Cricket Stadium,Sharfuddoula,Mahfuzur Rahman
285,BPL-2017,Dhaka,17-08-2010,Khulna Tigers,Dhaka Dominators,Khulna Tigers,field,normal,0,Dhaka Dominators,0,7,Tamim Iqbal,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
286,BPL-2017,Sylhet,28-03-2010,Sylhet Strikers,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,0,7,Yasir Ali,Sylhet International Cricket Stadium,Mahfuzur Rahman,Sharfuddoula
287,BPL-2017,Khulna,28-06-2010,Chattogram Challengers,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,0,1,Nasum Ahmed,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Tanvir Ahmed
288,BPL-2017,Chattogram,06-07-2010,Rajshahi Kings,Dhaka Dominators,Rajshahi Kings,field,normal,0,Rajshahi Kings,0,1,Mushfiqur Rahim,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Sharfuddoula
289,BPL-2017,Barishal,16-02-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,99,0,Sunil Narine,Barishal Divisional Stadium,Gazi Sohel,Sharfuddoula
290,BPL-2017,Khulna,24-06-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rangpur Riders,0,4,Shoaib Malik,Sheikh Abu Naser Stadium,Gazi Sohel,Mahfuzur Rahman
291,BPL-2017,Chattogram,17-06-2010,Comilla Victorians,Barishal Bulls,Comilla Victorians,bat,normal,0,Comilla Victorians,81,0,Imrul Kayes,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Gazi Sohel
292,BPL-2017,Sylhet,06-04-2010,Chattogram Challengers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Chattogram Challengers,0,2,Chris Gayle,Sylhet International Cricket Stadium,Tanvir Ahmed,Sharfuddoula
293,BPL-2017,Khulna,13-03-2010,Sylhet Strikers,Comilla Victorians,Sylhet Strikers,bat,normal,0,Sylhet Strikers,84,0,Mashrafe Mortaza,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Gazi Sohel
294,BPL-2017,Chattogram,27-05-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,0,1,Sunil Narine,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Mahfuzur Rahman
295,BPL-2017,Barishal,02-12-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rajshahi Kings,9,0,Lendl Simmons,Barishal Divisional Stadium,Sharfuddoula,Gazi Sohel
296,BPL-2017,Barishal,22-11-2010,Comilla Victorians,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,0,7,Litton Das,Barishal Divisional Stadium,Gazi Sohel,Mahfuzur Rahman
297,BPL-2017,Chattogram,21-01-2010,Barishal Bulls,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,6,David Miller,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Sharfuddoula
298,BPL-2017,Sylhet,15-12-2010,Khulna Tigers,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Khulna Tigers,85,0,Colin Munro,Sylhet International Cricket Stadium,Tanvir Ahmed,Mahfuzur Rahman
299,BPL-2017,Rangpur,17-09-2010,Rangpur Riders,Khulna Tigers,Rangpur Riders,field,normal,0,Khulna Tigers,82,0,Mohammad Nabi,Rangpur Cricket Garden,Sharfuddoula,Gazi Sohel
300,BPL-2017,Sylhet,10-07-2010,Rangpur Riders,Chattogram Challengers,Rangpur Riders,bat,normal,0,Rangpur Riders,10,0,Mehidy Hasan,Sylhet International Cricket Stadium,Tanvir Ahmed,Gazi Sohel
301,BPL-2017,Barishal,27-09-2010,Comilla Victorians,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,58,0,Imrul Kayes,Barishal Divisional Stadium,Tanvir Ahmed,Gazi Sohel
302,BPL-2017,Khulna,24-04-2010,Chattogram Challengers,Khulna Tigers,Khulna Tigers,field,normal,0,Chattogram Challengers,0,8,Shahid Afridi,Sheikh Abu Naser Stadium,Gazi Sohel,Mahfuzur Rahman
303,BPL-2017,Dhaka,07-06-2010,Chattogram Challengers,Khulna Tigers,Khulna Tigers,field,normal,0,Khulna Tigers,0,7,Andre Russell,Shere Bangla National Stadium,Sharfuddoula,Tanvir Ahmed
304,BPL-2017,Khulna,01-01-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Rajshahi Kings,65,0,Kamrul Islam Rabbi,Sheikh Abu Naser Stadium,Sharfuddoula,Masudur Rahman
305,BPL-2017,Sylhet,30-12-2010,Sylhet Strikers,Comilla Victorians,Comilla Victorians,field,normal,0,Sylhet Strikers,0,9,Sunil Narine,Sylhet International Cricket Stadium,Sharfuddoula,Tanvir Ahmed
306,BPL-2017,Dhaka,30-03-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Rangpur Riders,0,1,Mohammad Nabi,Shere Bangla National Stadium,Sharfuddoula,Masudur Rahman
307,BPL-2017,Rangpur,08-05-2010,Rajshahi Kings,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,100,0,Soumya Sarkar,Rangpur Cricket Garden,Gazi Sohel,Mahfuzur Rahman
308,BPL-2017,Barishal,25-01-2010,Khulna Tigers,Comilla Victorians,Comilla Victorians,bat,normal,0,Comilla Victorians,0,10,Litton Das,Barishal Divisional Stadium,Masudur Rahman,Gazi Sohel
309,BPL-2017,Barishal,30-09-2010,Barishal Bulls,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Barishal Bulls,59,0,Najmul Hossain Shanto,Barishal Divisional Stadium,Mahfuzur Rahman,Gazi Sohel
310,BPL-2017,Rangpur,29-10-2010,Comilla Victorians,Sylhet Strikers,Comilla Victorians,bat,normal,0,Comilla Victorians,28,0,Faf du Plessis,Rangpur Cricket Garden,Tanvir Ahmed,Mahfuzur Rahman
311,BPL-2017,Barishal,28-09-2010,Dhaka Dominators,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,68,0,Shoaib Malik,Barishal Divisional Stadium,Gazi Sohel,Tanvir Ahmed
312,BPL-2017,Rangpur,25-07-2010,Rajshahi Kings,Sylhet Strikers,Sylhet Strikers,field,normal,0,Rajshahi Kings,57,0,Lendl Simmons,Rangpur Cricket Garden,Mahfuzur Rahman,Gazi Sohel
313,BPL-2017,Sylhet,26-11-2010,Chattogram Challengers,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rajshahi Kings,98,0,Kamrul Islam Rabbi,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
314,BPL-2017,Sylhet,18-12-2010,Comilla Victorians,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,0,9,Benny Howell,Sylhet International Cricket Stadium,Gazi Sohel,Tanvir Ahmed
315,BPL-2017,Chattogram,21-08-2010,Rajshahi Kings,Comilla Victorians,Comilla Victorians,bat,normal,0,Rajshahi Kings,58,0,Soumya Sarkar,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Tanvir Ahmed
316,BPL-2017,Khulna,25-01-2010,Sylhet Strikers,Dhaka Dominators,Sylhet Strikers,bat,normal,0,Dhaka Dominators,59,0,Tamim Iqbal,Sheikh Abu Naser Stadium,Masudur Rahman,Sharfuddoula
317,BPL-2017,Barishal,26-01-2010,Rangpur Riders,Rajshahi Kings,Rangpur Riders,field,normal,0,Rajshahi Kings,88,0,Shoaib Malik,Barishal Divisional Stadium,Mahfuzur Rahman,Masudur Rahman
318,BPL-2017,Rangpur,01-11-2010,Comilla Victorians,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Comilla Victorians,0,2,Mahmudullah,Rangpur Cricket Garden,Sharfuddoula,Mahfuzur Rahman
319,BPL-2017,Khulna,28-12-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,59,0,Nasum Ahmed,Sheikh Abu Naser Stadium,Tanvir Ahmed,Sharfuddoula
320,BPL-2017,Dhaka,18-02-2010,Khulna Tigers,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,0,2,David Miller,Shere Bangla National Stadium,Mahfuzur Rahman,Gazi Sohel
321,BPL-2018,Chattogram,13-06-2010,Rajshahi Kings,Rangpur Riders,Rajshahi Kings,field,normal,0,Rangpur Riders,0,2,Shoaib Malik,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Tanvir Ahmed
322,BPL-2018,Rangpur,13-02-2010,Khulna Tigers,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Khulna Tigers,66,0,Yasir Ali,Rangpur Cricket Garden,Gazi Sohel,Sharfuddoula
323,BPL-2018,Dhaka,04-10-2010,Sylhet Strikers,Comilla Victorians,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,4,Litton Das,Shere Bangla National Stadium,Masudur Rahman,Tanvir Ahmed
324,BPL-2018,Dhaka,29-06-2010,Chattogram Challengers,Rangpur Riders,Chattogram Challengers,field,normal,0,Rangpur Riders,83,0,Nasum Ahmed,Shere Bangla National Stadium,Tanvir Ahmed,Mahfuzur Rahman
325,BPL-2018,Chattogram,20-05-2010,Barishal Bulls,Dhaka Dominators,Barishal Bulls,bat,normal,0,Dhaka Dominators,0,2,Shamsur Rahman,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Mahfuzur Rahman
326,BPL-2018,Chattogram,08-05-2010,Rangpur Riders,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,33,0,Afif Hossain,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Mahfuzur Rahman
327,BPL-2018,Sylhet,28-05-2010,Rangpur Riders,Chattogram Challengers,Rangpur Riders,bat,normal,0,Chattogram Challengers,0,1,Nasum Ahmed,Sylhet International Cricket Stadium,Masudur Rahman,Gazi Sohel
328,BPL-2018,Rangpur,01-11-2010,Comilla Victorians,Rangpur Riders,Comilla Victorians,field,normal,0,Comilla Victorians,8,0,Mohammad Nabi,Rangpur Cricket Garden,Mahfuzur Rahman,Gazi Sohel
329,BPL-2018,Rangpur,03-10-2010,Khulna Tigers,Sylhet Strikers,Khulna Tigers,bat,normal,0,Khulna Tigers,0,6,Colin Munro,Rangpur Cricket Garden,Mahfuzur Rahman,Tanvir Ahmed
330,BPL-2018,Chattogram,15-03-2010,Khulna Tigers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,0,8,Sunil Narine,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Sharfuddoula
331,BPL-2018,Chattogram,05-04-2010,Barishal Bulls,Sylhet Strikers,Barishal Bulls,bat,normal,0,Sylhet Strikers,0,9,David Miller,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Tanvir Ahmed
332,BPL-2018,Barishal,05-03-2010,Comilla Victorians,Rajshahi Kings,Comilla Victorians,bat,normal,0,Comilla Victorians,19,0,Kamrul Islam Rabbi,Barishal Divisional Stadium,Tanvir Ahmed,Masudur Rahman
333,BPL-2018,Chattogram,14-05-2010,Chattogram Challengers,Rajshahi Kings,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,8,Kamrul Islam Rabbi,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Tanvir Ahmed
334,BPL-2018,Barishal,02-01-2010,Barishal Bulls,Khulna Tigers,Khulna Tigers,bat,normal,0,Barishal Bulls,0,3,Yasir Ali,Barishal Divisional Stadium,Tanvir Ahmed,Gazi Sohel
335,BPL-2018,Sylhet,22-03-2010,Khulna Tigers,Sylhet Strikers,Sylhet Strikers,field,normal,0,Khulna Tigers,0,5,Andre Russell,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
336,BPL-2018,Chattogram,01-07-2010,Rajshahi Kings,Khulna Tigers,Rajshahi Kings,bat,normal,0,Rajshahi Kings,0,10,Andre Russell,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Masudur Rahman
337,BPL-2018,Dhaka,01-11-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Rajshahi Kings,0,3,Nasum Ahmed,Shere Bangla National Stadium,Mahfuzur Rahman,Tanvir Ahmed
338,BPL-2018,Khulna,04-05-2010,Chattogram Challengers,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,0,10,Afif Hossain,Sheikh Abu Naser Stadium,Sharfuddoula,Gazi Sohel
339,BPL-2018,Dhaka,30-10-2010,Dhaka Dominators,Khulna Tigers,Khulna Tigers,field,normal,0,Dhaka Dominators,0,8,Shahid Afridi,Shere Bangla National Stadium,Sharfuddoula,Gazi Sohel
340,BPL-2018,Dhaka,08-11-2010,Dhaka Dominators,Sylhet Strikers,Sylhet Strikers,bat,normal,0,Dhaka Dominators,0,1,Mohammad Mithun,Shere Bangla National Stadium,Tanvir Ahmed,Sharfuddoula
341,BPL-2018,Chattogram,13-02-2010,Sylhet Strikers,Khulna Tigers,Khulna Tigers,bat,normal,0,Khulna Tigers,75,0,Mashrafe Mortaza,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Mahfuzur Rahman
342,BPL-2018,Chattogram,20-08-2010,Barishal Bulls,Sylhet Strikers,Sylhet Strikers,field,normal,0,Barishal Bulls,32,0,Shamsur Rahman,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Mahfuzur Rahman
343,BPL-2018,Barishal,07-12-2010,Chattogram Challengers,Rangpur Riders,Chattogram Challengers,bat,normal,0,Rangpur Riders,47,0,Shoaib Malik,Barishal Divisional Stadium,Gazi Sohel,Sharfuddoula
344,BPL-2018,Barishal,05-01-2010,Barishal Bulls,Chattogram Challengers,Chattogram Challengers,field,normal,0,Barishal Bulls,99,0,Nasum Ahmed,Barishal Divisional Stadium,Sharfuddoula,Masudur Rahman
345,BPL-2018,Khulna,06-11-2010,Rangpur Riders,Comilla Victorians,Rangpur Riders,field,normal,0,Rangpur Riders,0,7,Shoaib Malik,Sheikh Abu Naser Stadium,Tanvir Ahmed,Gazi Sohel
346,BPL-2018,Barishal,24-09-2010,Dhaka Dominators,Chattogram Challengers,Dhaka Dominators,field,normal,0,Chattogram Challengers,0,5,Mushfiqur Rahim,Barishal Divisional Stadium,Mahfuzur Rahman,Gazi Sohel
347,BPL-2018,Sylhet,25-04-2010,Rangpur Riders,Rajshahi Kings,Rangpur Riders,field,normal,0,Rajshahi Kings,0,10,Soumya Sarkar,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
348,BPL-2018,Dhaka,03-05-2010,Rangpur Riders,Dhaka Dominators,Rangpur Riders,bat,normal,0,Dhaka Dominators,81,0,Mahmudullah,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
349,BPL-2018,Barishal,09-05-2010,Barishal Bulls,Rajshahi Kings,Barishal Bulls,bat,normal,0,Rajshahi Kings,0,3,Soumya Sarkar,Barishal Divisional Stadium,Mahfuzur Rahman,Masudur Rahman
350,BPL-2018,Dhaka,12-09-2010,Chattogram Challengers,Barishal Bulls,Chattogram Challengers,field,normal,0,Barishal Bulls,29,0,Mustafizur Rahman,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
351,BPL-2018,Chattogram,05-09-2010,Khulna Tigers,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,3,0,Shamsur Rahman,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Sharfuddoula
352,BPL-2018,Sylhet,09-01-2010,Barishal Bulls,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,55,0,Shamsur Rahman,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
353,BPL-2018,Chattogram,31-01-2010,Khulna Tigers,Rajshahi Kings,Rajshahi Kings,bat,normal,0,Rajshahi Kings,0,4,Anamul Haque,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
354,BPL-2018,Barishal,04-01-2010,Sylhet Strikers,Dhaka Dominators,Sylhet Strikers,field,normal,0,Sylhet Strikers,0,10,Colin Munro,Barishal Divisional Stadium,Gazi Sohel,Masudur Rahman
355,BPL-2018,Barishal,30-08-2010,Barishal Bulls,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,19,0,Shamsur Rahman,Barishal Divisional Stadium,Gazi Sohel,Tanvir Ahmed
356,BPL-2018,Dhaka,22-05-2010,Comilla Victorians,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,45,0,Mohammad Nabi,Shere Bangla National Stadium,Sharfuddoula,Masudur Rahman
357,BPL-2018,Barishal,06-11-2010,Rangpur Riders,Chattogram Challengers,Rangpur Riders,field,normal,0,Rangpur Riders,34,0,Mohammad Nabi,Barishal Divisional Stadium,Tanvir Ahmed,Gazi Sohel
358,BPL-2018,Dhaka,10-05-2010,Rajshahi Kings,Barishal Bulls,Rajshahi Kings,bat,normal,0,Barishal Bulls,0,1,Lendl Simmons,Shere Bangla National Stadium,Mahfuzur Rahman,Sharfuddoula
359,BPL-2018,Dhaka,05-04-2010,Rangpur Riders,Comilla Victorians,Rangpur Riders,bat,normal,0,Rangpur Riders,20,0,Sunil Narine,Shere Bangla National Stadium,Masudur Rahman,Tanvir Ahmed
360,BPL-2018,Dhaka,16-08-2010,Rajshahi Kings,Comilla Victorians,Rajshahi Kings,field,normal,0,Rajshahi Kings,29,0,Litton Das,Shere Bangla National Stadium,Masudur Rahman,Gazi Sohel
